tpearce003,100.0
IrrancaDaviesMP,100.0
MrJohnNicolson,11.111112
drewhendrySNP,100.0
GregHands,100.0
vickyfoxcroft,100.0
stephenctimms,100.0
GwynneMP,100.0
PeteWishart,100.0
wesstreeting,100.0
timfarron,100.0
jreynoldsMP,100.0
RebeccaHarrisMP,100.0
MikeGapes,100.0
OnnMel,100.0
EilidhWhiteford,100.0
coyleneil,100.0
GeorgeKerevan,88.88889
Mark4WyreForest,100.0
TomTugendhat,100.0
HelenGrantMP,100.0
EstherMcVeyMP,0.0
halfon4harlowMP,0.0
HannahB4LiviMP,50.0
alisonthewliss,100.0
CatherineWest1,100.0
marion53f,100.0
InverclydeMP,50.0
DeidreBrock,100.0
FlickD,100.0
SeemaMalhotra1,100.0
FrankRoyMP,100.0
RobertBuckland,100.0
Y_FovargueMP,100.0
RobWilson_RDG,100.0
SadiqKhan,100.0
karlmccartney,100.0
Steven4Stirling,97.368416
MarcusFysh,100.0
JoStevensLabour,100.0
ChiOnwurah,100.0
StewartMcDonald,66.66667
iswales,100.0
JasonMcCartney,100.0
georgegalloway,100.0
GWilliamsonMP,0.0
NicDakinMP,0.0
stephen_gilbert,84.61539
stephen_mosley,100.0
SamGyimah,100.0
AnneMcLaughlin,100.0
BarryGardiner,100.0
BrandonLewis,100.0
LiamFoxMP,0.0
dannyalexander,100.0
lisacameronsnp,90.909096
PaulFlynnMP,100.0
TommySheppard,100.0
karen__bradley,80.0
michelledonelan,100.0
neil_parish,100.0
LiamByrneMP,100.0
andrewpercy,88.88889
SimonKirbyMP,100.0
KarlTurnerMP,100.0
ArklessRichard,100.0
marklazarowicz,83.33333
willquince,100.0
IanMurrayMP,100.0
johnmcdonnellMP,100.0
DJWarburton,100.0
sheryllmurray,100.0
jreedmp,100.0
edvaizey,100.0
stellacreasy,100.0
AnnMcKechinMP,100.0
AlasdairMcD_MP,100.0
JonAshworth,100.0
_PaulMonaghan,91.66667
Jo_Cox1,66.66667
labourlewis,80.0
danielbyles,100.0
PaulBurstow,66.66667
hammersmithandy,100.0
GradySNP,40.0
HackneyAbbott,100.0
michaelmeacher,100.0
LouiseEllman,100.0
AlokSharma_RDG,100.0
AngusMacNeilSNP,100.0
Peter_Dowd,100.0
DamianCollins,40.0
theresecoffey,100.0
lynbrownmp,100.0
joannaccherry,100.0
MichelleThomson,40.0
GordonBanksMP,100.0
grahamemorris,100.0
ronniecowan,100.0
ChukaUmunna,100.0
cj_dinenage,100.0
ConorMcGinn,100.0
JonathanPlaid,100.0
ChrisPincher,100.0
RobertJenrick,100.0
GeraintDaviesMP,100.0
IanMearnsMP,100.0
JWoodcockMP,100.0
GeraldJonesLAB,100.0
andreajenkyns,100.0
DavidJonesMP,28.57143
Mike4Eastleigh,100.0
mtpennycook,100.0
MartinJDocherty,100.0
PeterNorthDevon,100.0
BrendanOHaraSNP,100.0
murrisonMP,100.0
sajidjavid,100.0
annaturley,100.0
uxbridgewalrus,100.0
TasminaSheikh,100.0
Caroline_Ansell,100.0
HywelPlaidCymru,100.0
DougChapmanSNP,100.0
RichardBurdenMP,100.0
ChrisWhite_MP,100.0
GemmaWDMP,100.0
julianhuppert,100.0
nataliemcgarry,40.55944
MichaelMcCannMP,100.0
Thomas_Docherty,100.0
EricPickles,0.0
angelasmithmp,100.0
kirstenoswald,0.0
damiangreenmp,100.0
GuyOpperman,100.0
ChrisLawSNP,100.0
lucyallan,100.0
PhilBoswellSNP,100.0
Amy__Macdonald,NaN
InverclydeCLP,NaN
Shettleston_SNP,NaN
theSNP,NaN
EDI_Airport,NaN
AmnestyUK,NaN
Palayo,NaN
WomenForIndy,NaN
NicolaSturgeon,NaN
DuineEileAmhain,NaN
GlasgowSNP,NaN
cllrgsimpson,NaN
xanabe,NaN
HannahDavid_HW,NaN
Conservative,NaN
HumzaYousaf,NaN
JohnMasonMSP,NaN
carolynleckie,NaN
libby_brooks,NaN
Telegraph,NaN
t4rtanpaint,NaN
EastLothianSNP,NaN
elcourier,NaN
ECFMScotland,NaN
Conservatives-led,NaN
SNP,NaN
cglendinning95,NaN
Martainn_84,NaN
bruernish,NaN
CPA_UK,NaN
LSEge2015,NaN
Aidan_Kerr1,NaN
kearneycath,NaN
RickyTaylorSNP,NaN
cllrStu,NaN
ScotBraveHearts,NaN
EechieOchie,NaN
PeterMurrell,NaN
ConorH96,NaN
GGTTH_Andy,NaN
REWearmouth,NaN
BradenDavy,NaN
LegKnowlScot,NaN
ToniGiugliano,NaN
stephendalfonso,NaN
Sam__F____,NaN
SNPDunblane,NaN
TaylorJamesScot,NaN
jojobeale,NaN
AlanClinch,NaN
Craigmiller1986,NaN
carrieapples,NaN
StAustellBayCoC,NaN
TwittyODriscoll,NaN
YasKQ,NaN
Michaeldoris,NaN
YesEastRen,NaN
janewevans,NaN
SerenaCowdy,NaN
AileenMcLeodMSP,NaN
Handibode,NaN
MCW_1988,NaN
GerryHassan,NaN
MuhammedRaza786,NaN
CAMRA_Official,NaN
SimonPhillipsUK,NaN
RachelReevesMP,NaN
meggitt20,NaN
Edinburgh_CC,NaN
Cath_MacKinnon,NaN
StanJames45,NaN
MamaGlasgow,NaN
penguinos99,NaN
blairmcdougall,NaN
Tamstered,NaN
ianmcallansnp,NaN
ProvanSNP,NaN
heraldscotland,NaN
scottishlabour,NaN
leftfutures,NaN
LibDems,NaN
Cllr_McEleny,NaN
unitetheunion,NaN
OT_rach,NaN
JFinchSaunders,NaN
greengranma,NaN
DianeforLondon,NaN
MhairiHunter,NaN
saffron_dickson,NaN
Mawneyslabour,NaN
tscholesfogg,NaN
kilian_bourke,NaN
katielfrank,NaN
slightlyscrewed,NaN
terencecallacha,NaN
jomccarron,NaN
jil_murphy,NaN
AshleyB0203,NaN
PartickFeargal,NaN
morganhornx,NaN
MHoCLibDems,NaN
csjthinktank,NaN
respect_youth,NaN
LePolitics,NaN
gusna11,NaN
sipeki,NaN
DiCreggie,NaN
OurVoiceOurHOPE,NaN
teamdonelan,NaN
tom_rye,NaN
thynno9,NaN
angus_young61,NaN
stephenpglenn,NaN
OCWCampaign,NaN
Robbo_Iain,NaN
LordRoyKennedy,NaN
labourassembly,NaN
electoralreform,NaN
Debbie_abrahams,NaN
wokinghamlibdem,NaN
MartinNeill1,NaN
GeorgeDMoseley,NaN
AndrewParrish7,NaN
BBCDouglasF,NaN
nick_clegg,NaN
KingOfTwickers,NaN
GunnPolitics,NaN
OpinionYP,NaN
GreenBeltRev,NaN
Jon_Torbitt,NaN
LabourUnited,NaN
mathewmichaux,NaN
severincarrell,NaN
DyfedWyn,NaN
IankKearns,NaN
lisatheitgirl,NaN
ZahiraHassan,NaN
phil_sidney,NaN
jacqyerbody,NaN
rosscolquhoun,NaN
ChesterLibDems,NaN
IanBlackfordSNP,NaN
EdinSWSNP,NaN
mrpaulaitken,NaN
FoysolChoudhury,NaN
lukeblackheath,NaN
Jack_Mc_Cann,NaN
endless_psych,NaN
HeleddSian,NaN
indycyclist,NaN
RossDeans,NaN
VoteDavidJones,NaN
InspGadgetBlogs,NaN
NEChamber,NaN
Gingerbread,NaN
NJav,NaN
Eunis_Jassemi,NaN
CllrSteveEllis,NaN
jonniilink,NaN
DannyHackett,NaN
ColinMcKinlay,NaN
JordanHennessy4,NaN
BBCPolitics,NaN
EvaEdinburgh,NaN
bbcmtd,NaN
Rachel_Blair_,NaN
JustinKaneC,NaN
GuzenTuna,NaN
Oris_Ikomi,NaN
ElectoralCommUK,NaN
iainmacwhirter,NaN
default_egg,NaN
stpeterschurch3,NaN
CharlotteChung_,NaN
missjuliewooly,NaN
ChrisMcElenySNP,NaN
Glasgow_Now,NaN
PrincessHaj,NaN
VickiYoung01,NaN
Stephen83442562,NaN
GABaines,NaN
Sneekyboy,NaN
Morag_Allard,NaN
GrantCu7,NaN
LukeSorbaLabour,NaN
Daily_Record,NaN
simonfield77,NaN
AlunR_Thomas,NaN
bbcquestiontime,NaN
WelshLabPress,NaN
ninacyoung,NaN
PoliticsPostsUK,NaN
FIFCLtd,NaN
jon_swindon,NaN
_davidam19,NaN
GarethJAnderson,NaN
charlster1,NaN
James_Halfpenny,NaN
HameTaeTheClyde,NaN
DavidMcHarg,NaN
IndependentScot,NaN
TomDeakin95,NaN
Katyroar,NaN
flo_jo_mo,NaN
ashraf1786,NaN
CurryCymraeg,NaN
jamieszymko,NaN
scotsyounglab,NaN
MikeHannity,NaN
LabourBIS,NaN
CornwallTory,NaN
aijazmoin,NaN
DrAbdulBShaikh,NaN
FSBEssex,NaN
CrumbsandPetals,NaN
stonewalluk,NaN
LabourHame,NaN
killiegradge,NaN
GeorgeBell93,NaN
MartynMcL,NaN
scouser73,NaN
Adoreboard,NaN
jackycrawford,NaN
Haitch7,NaN
JohnPentlandMSP,NaN
DominicMc999,NaN
cara_hilton,NaN
_tta__,NaN
ldoherty91,NaN
misslucydav,NaN
muzyahmed_MSYP,NaN
188693,NaN
eddbaIlsmp,NaN
jammm23,NaN
RogueCoder250,NaN
JoshuaJPE,NaN
dhothersall,NaN
Casumptious,NaN
SNPEwoodYouth,NaN
DekBannan,NaN
SarwarEAlam73,NaN
raymondtcbrown,NaN
kevverage,NaN
BeckyBarnesB,NaN
TheJoshuaLovell,NaN
lachlangunn,NaN
MgtFerrierSNP,NaN
krishopkins2015,NaN
LordMcConnell,NaN
jamscott1,NaN
ASheridanSNP,NaN
MonicaLennon7,NaN
j_wardrop,NaN
FT,NaN
x00,NaN
DeclanLyons,NaN
May2015NS,NaN
KevinJPringle,NaN
theinsightedge,NaN
KeithWalkerNews,NaN
cleanandlight1,NaN
JackMcKelvie,NaN
wallaceme,NaN
roisinmiller,NaN
killie18691,NaN
NaeBorder,NaN
rrwholloway,NaN
Elaineac1,NaN
shaqfu85,NaN
JoeCorina,NaN
delpaterson,NaN
ukrespectparty,NaN
aitken_marc,NaN
LouiseMensch,NaN
KAlmsivi,NaN
CCHQPress,NaN
syedjamalkazmi,NaN
StoptheFOBTs,NaN
NJASteiner,NaN
TheCommonSpace,NaN
ShiftingGrounds,NaN
itsmarcjones,NaN
AnLabhrach,NaN
DanSandersonHT,NaN
GailLythgoe,NaN
cerysfurlong,NaN
Lizzzzz_E,NaN
RupertMyers,NaN
HMThompson_,NaN
BenPindar,NaN
mrs_bremner,NaN
luke_o_reilly,NaN
MartinLulham,NaN
PinkCatJo,NaN
